Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000101596	SMCHD1	dosage compensation by inactivation of X chromosome		p11.32	GO:0009048
ENSG00000101596	SMCHD1	nose development		p11.32	GO:0043584
ENSG00000101596	SMCHD1	positive regulation of DNA repair		p11.32	GO:0045739
ENSG00000101596	SMCHD1	inactivation of X chromosome by heterochromatin assembly		p11.32	GO:0060820
ENSG00000101596	SMCHD1	inactivation of X chromosome by DNA methylation		p11.32	GO:0060821
ENSG00000101596	SMCHD1	heterochromatin organization involved in chromatin silencing		p11.32	GO:0070868
ENSG00000101596	SMCHD1	negative regulation of double-strand break repair via homologous recombination		p11.32	GO:2000042
ENSG00000101596	SMCHD1	positive regulation of double-strand break repair via nonhomologous end joining		p11.32	GO:2001034
ENSG00000101596	SMCHD1	Barr body		p11.32	GO:0001740
ENSG00000101596	SMCHD1	site of double-strand break		p11.32	GO:0035861
ENSG00000101596	SMCHD1			p11.32	
ENSG00000266049				p11.32	
ENSG00000207034				p11.32	
ENSG00000132205	EMILIN2	protein binding		p11.32	GO:0005515
ENSG00000132205	EMILIN2	cell adhesion		p11.32	GO:0007155
ENSG00000132205	EMILIN2	extracellular region		p11.32	GO:0005576
ENSG00000132205	EMILIN2	collagen trimer		p11.32	GO:0005581
ENSG00000132205	EMILIN2	biological_process		p11.32	GO:0008150
ENSG00000132205	EMILIN2	collagen-containing extracellular matrix		p11.32	GO:0062023
ENSG00000132205	EMILIN2	extracellular matrix constituent conferring elasticity		p11.32	GO:0030023
ENSG00000132205	EMILIN2			p11.32	
ENSG00000101577	LPIN2	nucleus		p11.31	GO:0005634
ENSG00000101577	LPIN2	cytoplasm		p11.31	GO:0005737
ENSG00000101577	LPIN2	membrane		p11.31	GO:0016020
ENSG00000101577	LPIN2	endoplasmic reticulum		p11.31	GO:0005783
ENSG00000101577	LPIN2	endoplasmic reticulum membrane		p11.31	GO:0005789
ENSG00000101577	LPIN2	hydrolase activity		p11.31	GO:0016787
ENSG00000101577	LPIN2	lipid metabolic process		p11.31	GO:0006629
ENSG00000101577	LPIN2	fatty acid metabolic process		p11.31	GO:0006631
ENSG00000101577	LPIN2	cytosol		p11.31	GO:0005829
ENSG00000101577	LPIN2	phosphatidate phosphatase activity		p11.31	GO:0008195
ENSG00000101577	LPIN2	dephosphorylation		p11.31	GO:0016311
ENSG00000101577	LPIN2	transcription coactivator activity		p11.31	GO:0003713
ENSG00000101577	LPIN2	positive regulation of transcription by RNA polymerase II		p11.31	GO:0045944
ENSG00000101577	LPIN2	fatty acid catabolic process		p11.31	GO:0009062
ENSG00000101577	LPIN2	cellular response to insulin stimulus		p11.31	GO:0032869
ENSG00000101577	LPIN2	triglyceride biosynthetic process		p11.31	GO:0019432
ENSG00000101577	LPIN2	cellular lipid metabolic process		p11.31	GO:0044255
ENSG00000101577	LPIN2	phosphatidylcholine biosynthetic process		p11.31	GO:0006656
ENSG00000101577	LPIN2	phosphatidylethanolamine biosynthetic process		p11.31	GO:0006646
ENSG00000101577	LPIN2			p11.31	
ENSG00000272625				p11.31	
ENSG00000263606	CHORDC1P4			p11.31	
ENSG00000265907				p11.31	
ENSG00000266397				p11.31	
ENSG00000264186	SNRPCP4			p11.31	
ENSG00000277447				p11.31	
ENSG00000252258				p11.31	
ENSG00000101605	MYOM1	protein binding		p11.31	GO:0005515
ENSG00000101605	MYOM1	cytoplasm		p11.31	GO:0005737
ENSG00000101605	MYOM1	protein homodimerization activity		p11.31	GO:0042803
ENSG00000101605	MYOM1	identical protein binding		p11.31	GO:0042802
ENSG00000101605	MYOM1	actin filament binding		p11.31	GO:0051015
ENSG00000101605	MYOM1	myosin filament		p11.31	GO:0032982
ENSG00000101605	MYOM1	M band		p11.31	GO:0031430
ENSG00000101605	MYOM1	structural constituent of muscle		p11.31	GO:0008307
ENSG00000101605	MYOM1	kinase binding		p11.31	GO:0019900
ENSG00000101605	MYOM1	positive regulation of gene expression		p11.31	GO:0010628
ENSG00000101605	MYOM1	muscle contraction		p11.31	GO:0006936
ENSG00000101605	MYOM1	extraocular skeletal muscle development		p11.31	GO:0002074
ENSG00000101605	MYOM1	protein kinase A signaling		p11.31	GO:0010737
ENSG00000101605	MYOM1	positive regulation of protein secretion		p11.31	GO:0050714
ENSG00000101605	MYOM1	striated muscle myosin thick filament		p11.31	GO:0005863
ENSG00000101605	MYOM1	sarcomere		p11.31	GO:0030017
ENSG00000101605	MYOM1			p11.31	
ENSG00000252353	RNU7-25P			p11.31	
ENSG00000265399				p11.31	
ENSG00000272688				p11.31	
ENSG00000101608	MYL12A	calcium ion binding		p11.31	GO:0005509
ENSG00000101608	MYL12A	metal ion binding		p11.31	GO:0046872
ENSG00000101608	MYL12A	myosin complex		p11.31	GO:0016459
ENSG00000101608	MYL12A	protein binding		p11.31	GO:0005515
ENSG00000101608	MYL12A	cytosol		p11.31	GO:0005829
ENSG00000101608	MYL12A	extracellular exosome		p11.31	GO:0070062
ENSG00000101608	MYL12A	platelet aggregation		p11.31	GO:0070527
ENSG00000101608	MYL12A	muscle contraction		p11.31	GO:0006936
ENSG00000101608	MYL12A			p11.31	
ENSG00000101608	MYL12A	glutamate receptor binding		p11.31	GO:0035254
ENSG00000101608	MYL12A	regulation of cell shape		p11.31	GO:0008360
ENSG00000101608	MYL12A	protein localization to plasma membrane		p11.31	GO:0072659
ENSG00000101608	MYL12A	stress fiber		p11.31	GO:0001725
ENSG00000101608	MYL12A	myosin II complex		p11.31	GO:0016460
ENSG00000101608	MYL12A	Z disc		p11.31	GO:0030018
ENSG00000264235				p11.31	
ENSG00000118680	MYL12B	calcium ion binding		p11.31	GO:0005509
ENSG00000118680	MYL12B	metal ion binding		p11.31	GO:0046872
ENSG00000118680	MYL12B	myosin complex		p11.31	GO:0016459
ENSG00000118680	MYL12B	protein binding		p11.31	GO:0005515
ENSG00000118680	MYL12B	cytosol		p11.31	GO:0005829
ENSG00000118680	MYL12B	extracellular exosome		p11.31	GO:0070062
ENSG00000118680	MYL12B	muscle contraction		p11.31	GO:0006936
ENSG00000118680	MYL12B	cell cortex region		p11.31	GO:0099738
ENSG00000266578				p11.31	
ENSG00000259256	LINC01895			p11.31	
ENSG00000240364	RPL31P59			p11.31	
ENSG00000265243	IGLJCOR18			p11.31	
ENSG00000243720	RPL21P127			p11.31	
ENSG00000177426	TGIF1	DNA binding		p11.31	GO:0003677
ENSG00000177426	TGIF1	regulation of transcription, DNA-templated		p11.31	GO:0006355
ENSG00000177426	TGIF1	nucleus		p11.31	GO:0005634
ENSG00000177426	TGIF1	nucleoplasm		p11.31	GO:0005654
ENSG00000177426	TGIF1	protein binding		p11.31	GO:0005515
ENSG00000177426	TGIF1	regulation of transcription by RNA polymerase II		p11.31	GO:0006357
ENSG00000177426	TGIF1	DNA-binding transcription factor activity, RNA polymerase II-specific		p11.31	GO:0000981
ENSG00000177426	TGIF1	nuclear chromatin		p11.31	GO:0000790
ENSG00000177426	TGIF1	RNA polymerase II cis-regulatory region sequence-specific DNA binding		p11.31	GO:0000978
ENSG00000177426	TGIF1	DNA-binding transcription repressor activity, RNA polymerase II-specific		p11.31	GO:0001227
ENSG00000177426	TGIF1	sequence-specific double-stranded DNA binding		p11.31	GO:1990837
ENSG00000177426	TGIF1	negative regulation of transcription by RNA polymerase II		p11.31	GO:0000122
ENSG00000177426	TGIF1	DNA-binding transcription factor activity		p11.31	GO:0003700
ENSG00000177426	TGIF1			p11.31	
ENSG00000177426	TGIF1	co-SMAD binding		p11.31	GO:0070410
ENSG00000177426	TGIF1	negative regulation of gene expression		p11.31	GO:0010629
ENSG00000177426	TGIF1	response to drug		p11.31	GO:0042493
ENSG00000177426	TGIF1	cellular response to growth factor stimulus		p11.31	GO:0071363
ENSG00000263460	BOD1P1			p11.31	
ENSG00000266835	GAPLINC			p11.31	
ENSG00000170579	DLGAP1	chemical synaptic transmission		p11.31	GO:0007268
ENSG00000170579	DLGAP1	synapse		p11.31	GO:0045202
ENSG00000170579	DLGAP1	signaling		p11.31	GO:0023052
ENSG00000170579	DLGAP1	membrane		p11.31	GO:0016020
ENSG00000170579	DLGAP1	plasma membrane		p11.31	GO:0005886
ENSG00000170579	DLGAP1	cell junction		p11.31	GO:0030054
ENSG00000170579	DLGAP1	protein binding		p11.31	GO:0005515
ENSG00000170579	DLGAP1	postsynaptic density		p11.31	GO:0014069
ENSG00000170579	DLGAP1	cellular_component		p11.31	GO:0005575
ENSG00000170579	DLGAP1	molecular adaptor activity		p11.31	GO:0060090
ENSG00000170579	DLGAP1	protein-containing complex binding		p11.31	GO:0044877
ENSG00000170579	DLGAP1	regulation of postsynaptic neurotransmitter receptor activity		p11.31	GO:0098962
ENSG00000170579	DLGAP1	glutamatergic synapse		p11.31	GO:0098978
ENSG00000170579	DLGAP1	postsynaptic specialization		p11.31	GO:0099572
ENSG00000170579	DLGAP1			p11.31	
ENSG00000241223	RN7SL39P			p11.31	
ENSG00000266373				p11.31	
ENSG00000177337	DLGAP1-AS1			p11.31	
ENSG00000262001	DLGAP1-AS2			p11.31	
ENSG00000266401				p11.31	
ENSG00000266513				p11.31	
ENSG00000263724	DLGAP1-AS3			p11.31	
ENSG00000275518	MIR6718		MI0022553	p11.31	
ENSG00000207278	RNU6-831P			p11.31	
ENSG00000263878	DLGAP1-AS4			p11.31	
ENSG00000250933	GAPDHP66			p11.31	
ENSG00000261520	DLGAP1-AS5			p11.31	
ENSG00000264246				p11.31	
ENSG00000265545	ELOCP27			p11.31	
ENSG00000266268				p11.31	
ENSG00000264775	PPIAP14			p11.31	
ENSG00000265514	LINC01892			p11.31	
ENSG00000215368	BOD1P2			p11.31	
ENSG00000231824	AKAIN1	protein kinase A binding		p11.31	GO:0051018
ENSG00000231824	AKAIN1	negative regulation of protein-containing complex assembly		p11.31	GO:0031333
ENSG00000231824	AKAIN1	cytosol		p11.31	GO:0005829
ENSG00000231824	AKAIN1	protein binding		p11.31	GO:0005515
ENSG00000231824	AKAIN1	protein localization		p11.31	GO:0008104
ENSG00000266153				p11.31	
ENSG00000285575				p11.31	
ENSG00000265091				p11.31	
ENSG00000264575	LINC00526			p11.31	
ENSG00000263753	LINC00667			p11.31	
ENSG00000265188				p11.31	
ENSG00000198081	ZBTB14	protein binding		p11.31	GO:0005515
ENSG00000198081	ZBTB14	nucleic acid binding		p11.31	GO:0003676
ENSG00000198081	ZBTB14	nucleus		p11.31	GO:0005634
ENSG00000198081	ZBTB14	metal ion binding		p11.31	GO:0046872
ENSG00000198081	ZBTB14	nucleoplasm		p11.31	GO:0005654
ENSG00000198081	ZBTB14	nucleolus		p11.31	GO:0005730
ENSG00000198081	ZBTB14	cytosol		p11.31	GO:0005829
ENSG00000198081	ZBTB14	DNA binding		p11.31	GO:0003677
ENSG00000198081	ZBTB14	DNA-binding transcription factor activity		p11.31	GO:0003700
ENSG00000198081	ZBTB14	aggresome		p11.31	GO:0016235
ENSG00000198081	ZBTB14	sequence-specific DNA binding		p11.31	GO:0043565
ENSG00000198081	ZBTB14	regulation of transcription by RNA polymerase II		p11.31	GO:0006357
ENSG00000198081	ZBTB14	DNA-binding transcription repressor activity, RNA polymerase II-specific		p11.31	GO:0001227
ENSG00000198081	ZBTB14	RNA polymerase II cis-regulatory region sequence-specific DNA binding		p11.31	GO:0000978
ENSG00000198081	ZBTB14	negative regulation of transcription, DNA-templated		p11.31	GO:0045892
ENSG00000198081	ZBTB14	sequence-specific double-stranded DNA binding		p11.31	GO:1990837
ENSG00000198081	ZBTB14	transcription regulatory region sequence-specific DNA binding		p11.31	GO:0000976
ENSG00000198081	ZBTB14	negative regulation of transcription by RNA polymerase II		p11.31	GO:0000122
ENSG00000198081	ZBTB14	kidney development		p11.31	GO:0001822
ENSG00000198081	ZBTB14	heart valve development		p11.31	GO:0003170
ENSG00000198081	ZBTB14	cardiac septum development		p11.31	GO:0003279
ENSG00000198081	ZBTB14	coronary vasculature development		p11.31	GO:0060976
ENSG00000198081	ZBTB14			p11.31	
ENSG00000264254				p11.31	
ENSG00000266288				p11.31	
ENSG00000082397	EPB41L3	plasma membrane		p11.31	GO:0005886
ENSG00000082397	EPB41L3	cytoskeleton		p11.31	GO:0005856
ENSG00000082397	EPB41L3	structural molecule activity		p11.31	GO:0005198
ENSG00000082397	EPB41L3	cytoskeletal protein binding		p11.31	GO:0008092
ENSG00000082397	EPB41L3	actin binding		p11.31	GO:0003779
ENSG00000082397	EPB41L3	cytoskeleton organization		p11.31	GO:0007010
ENSG00000082397	EPB41L3	cortical actin cytoskeleton organization		p11.31	GO:0030866
ENSG00000082397	EPB41L3	obsolete cytoskeletal anchoring at plasma membrane		p11.31	GO:0007016
ENSG00000082397	EPB41L3	regulation of cell growth		p11.31	GO:0001558
ENSG00000082397	EPB41L3	cell-cell junction		p11.31	GO:0005911
ENSG00000082397	EPB41L3	regulation of cell shape		p11.31	GO:0008360
ENSG00000082397	EPB41L3	cytoplasm		p11.31	GO:0005737
ENSG00000082397	EPB41L3	membrane		p11.31	GO:0016020
ENSG00000082397	EPB41L3	apoptotic process		p11.31	GO:0006915
ENSG00000082397	EPB41L3	cell junction		p11.31	GO:0030054
ENSG00000082397	EPB41L3	protein binding		p11.31	GO:0005515
ENSG00000082397	EPB41L3	cytosol		p11.31	GO:0005829
ENSG00000082397	EPB41L3	biological_process		p11.31	GO:0008150
ENSG00000082397	EPB41L3	actomyosin structure organization		p11.31	GO:0031032
ENSG00000082397	EPB41L3	protein localization to plasma membrane		p11.31	GO:0072659
ENSG00000082397	EPB41L3	structural constituent of cytoskeleton		p11.31	GO:0005200
ENSG00000082397	EPB41L3	cytoskeletal protein-membrane anchor activity		p11.31	GO:0106006
ENSG00000082397	EPB41L3	juxtaparanode region of axon		p11.31	GO:0044224
ENSG00000082397	EPB41L3	neuron projection morphogenesis		p11.31	GO:0048812
ENSG00000082397	EPB41L3	myelin maintenance		p11.31	GO:0043217
ENSG00000082397	EPB41L3	protein localization to paranode region of axon		p11.31	GO:0002175
ENSG00000082397	EPB41L3	paranodal junction assembly		p11.31	GO:0030913
ENSG00000082397	EPB41L3	paranode region of axon		p11.31	GO:0033270
ENSG00000082397	EPB41L3	axolemma		p11.31	GO:0030673
ENSG00000082397	EPB41L3	protein localization to juxtaparanode region of axon		p11.31	GO:0071205
ENSG00000082397	EPB41L3	cortical cytoskeleton organization		p11.31	GO:0030865
ENSG00000082397	EPB41L3	postsynaptic density		p11.31	GO:0014069
ENSG00000082397	EPB41L3			p11.31	
ENSG00000082397	EPB41L3	integral component of membrane		p11.31	GO:0016021
ENSG00000265316				p11.31	
ENSG00000264000				p11.31	
ENSG00000261738	MIR3976HG			p11.31	
ENSG00000272380	MIR3976		MI0016994	p11.31	
ENSG00000206432	TMEM200C	membrane		p11.31	GO:0016020
ENSG00000206432	TMEM200C	integral component of membrane		p11.31	GO:0016021
ENSG00000264449				p11.31	
ENSG00000266846				p11.31	
ENSG00000154655	L3MBTL4	zinc ion binding		p11.31	GO:0008270
ENSG00000154655	L3MBTL4	regulation of transcription, DNA-templated		p11.31	GO:0006355
ENSG00000154655	L3MBTL4	nucleus		p11.31	GO:0005634
ENSG00000154655	L3MBTL4	protein binding		p11.31	GO:0005515
ENSG00000154655	L3MBTL4	metal ion binding		p11.31	GO:0046872
ENSG00000154655	L3MBTL4	chromatin organization		p11.31	GO:0006325
ENSG00000154655	L3MBTL4	chromatin binding		p11.31	GO:0003682
ENSG00000154655	L3MBTL4	histone binding		p11.31	GO:0042393
ENSG00000154655	L3MBTL4	negative regulation of transcription, DNA-templated		p11.31	GO:0045892
ENSG00000154655	L3MBTL4			p11.31	
ENSG00000265487				p11.31	
ENSG00000200637	RNU5F-3P			p11.31	
ENSG00000264707	L3MBTL4-AS1			p11.31	
ENSG00000283532	MIR4317		MI0015850	p11.31	
ENSG00000279885				p11.31	
ENSG00000199272	RNU6-349P			p11.31	
ENSG00000235552	RPL6P27			p11.31	
ENSG00000266065				p11.31	
ENSG00000265944	LINC01387			p11.31	
ENSG00000265174				p11.31	
ENSG00000243591	RN7SL282P			p11.31	
ENSG00000261627				p11.31	
ENSG00000279479				p11.31	
ENSG00000266441				p11.31	
ENSG00000088756	ARHGAP28	signal transduction		p11.31	GO:0007165
ENSG00000088756	ARHGAP28	positive regulation of GTPase activity		p11.31	GO:0043547
ENSG00000088756	ARHGAP28	GTPase activator activity		p11.31	GO:0005096
ENSG00000088756	ARHGAP28	cytoplasm		p11.31	GO:0005737
ENSG00000088756	ARHGAP28	cytosol		p11.31	GO:0005829
ENSG00000088756	ARHGAP28	regulation of small GTPase mediated signal transduction		p11.31	GO:0051056
ENSG00000088756	ARHGAP28	regulation of actin filament polymerization		p11.31	GO:0030833
ENSG00000088756	ARHGAP28	regulation of actin cytoskeleton organization		p11.31	GO:0032956
ENSG00000088756	ARHGAP28	negative regulation of stress fiber assembly		p11.31	GO:0051497
ENSG00000088756	ARHGAP28	negative regulation of GTP binding		p11.31	GO:1904425
ENSG00000088756	ARHGAP28			p11.31	
ENSG00000287834				p11.31	
ENSG00000263797				p11.31	
ENSG00000265933	LINC00668			p11.31	
ENSG00000264127	SCML2P1			p11.31	
ENSG00000251897	RNU6-916P			p11.31	
ENSG00000101680	LAMA1	cell adhesion		p11.31	GO:0007155
ENSG00000101680	LAMA1	signaling receptor binding		p11.31	GO:0005102
ENSG00000101680	LAMA1	regulation of cell adhesion		p11.31	GO:0030155
ENSG00000101680	LAMA1	regulation of cell migration		p11.31	GO:0030334
ENSG00000101680	LAMA1	regulation of embryonic development		p11.31	GO:0045995
ENSG00000101680	LAMA1	extracellular region		p11.31	GO:0005576
ENSG00000101680	LAMA1	extracellular space		p11.31	GO:0005615
ENSG00000101680	LAMA1	protein binding		p11.31	GO:0005515
ENSG00000101680	LAMA1	basement membrane		p11.31	GO:0005604
ENSG00000101680	LAMA1	extracellular matrix structural constituent		p11.31	GO:0005201
ENSG00000101680	LAMA1	collagen-containing extracellular matrix		p11.31	GO:0062023
ENSG00000101680	LAMA1	animal organ morphogenesis		p11.31	GO:0009887
ENSG00000101680	LAMA1	tissue development		p11.31	GO:0009888
ENSG00000101680	LAMA1	extracellular matrix		p11.31	GO:0031012
ENSG00000101680	LAMA1	extracellular matrix organization		p11.31	GO:0030198
ENSG00000101680	LAMA1	axon guidance		p11.31	GO:0007411
ENSG00000101680	LAMA1	cell surface receptor signaling pathway		p11.31	GO:0007166
ENSG00000101680	LAMA1	protein C-terminus binding		p11.31	GO:0008022
ENSG00000101680	LAMA1	membrane		p11.31	GO:0016020
ENSG00000101680	LAMA1	laminin-1 complex		p11.31	GO:0005606
ENSG00000101680	LAMA1	blood vessel morphogenesis		p11.31	GO:0048514
ENSG00000101680	LAMA1	glycosphingolipid binding		p11.31	GO:0043208
ENSG00000101680	LAMA1	morphogenesis of an epithelial sheet		p11.31	GO:0002011
ENSG00000101680	LAMA1	protein phosphorylation		p11.31	GO:0006468
ENSG00000101680	LAMA1	neuron projection development		p11.31	GO:0031175
ENSG00000101680	LAMA1	camera-type eye development		p11.31	GO:0043010
ENSG00000101680	LAMA1	establishment of epithelial cell apical/basal polarity		p11.31	GO:0045198
ENSG00000101680	LAMA1	retina development in camera-type eye		p11.31	GO:0060041
ENSG00000101680	LAMA1	epithelial tube branching involved in lung morphogenesis		p11.31	GO:0060441
ENSG00000101680	LAMA1	branching involved in salivary gland morphogenesis		p11.31	GO:0060445
ENSG00000101680	LAMA1	retinal blood vessel morphogenesis		p11.31	GO:0061304
ENSG00000101680	LAMA1	laminin-3 complex		p11.31	GO:0005608
ENSG00000101680	LAMA1	cell-cell junction		p11.31	GO:0005911
ENSG00000101680	LAMA1	laminin complex		p11.31	GO:0043256
ENSG00000101680	LAMA1			p11.31	
ENSG00000265069				p11.31	
ENSG00000264475				p11.31	
ENSG00000263716	SLC25A51P2			p11.31	
ENSG00000206422	LRRC30	protein binding		p11.23	GO:0005515
ENSG00000206422	LRRC30	protein dephosphorylation		p11.23	GO:0006470
ENSG00000206422	LRRC30	cytoplasm		p11.23	GO:0005737
ENSG00000206422	LRRC30	intracellular membrane-bounded organelle		p11.23	GO:0043231
ENSG00000206422	LRRC30	signal transduction		p11.23	GO:0007165
ENSG00000206422	LRRC30	protein serine/threonine phosphatase activity		p11.23	GO:0004722
ENSG00000212626				p11.23	
ENSG00000286126				p11.23	
ENSG00000173482	PTPRM	protein binding		p11.23	GO:0005515
ENSG00000173482	PTPRM	membrane		p11.23	GO:0016020
ENSG00000173482	PTPRM	phosphatase activity		p11.23	GO:0016791
ENSG00000173482	PTPRM	protein tyrosine phosphatase activity		p11.23	GO:0004725
ENSG00000173482	PTPRM	protein dephosphorylation		p11.23	GO:0006470
ENSG00000173482	PTPRM	dephosphorylation		p11.23	GO:0016311
ENSG00000173482	PTPRM	cytoplasm		p11.23	GO:0005737
